Identifier,Label,Status,Description,Created,Modified,History notes,Type
98,Housing nuisance,Live,"The local authority will provide support and assistance to local residents who are victims of harassment, anti-social behaviour and noise and nuisances and where necessary take appropriate actions in conjunction with other agencies (police etc.).",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Council housing - nuisance/threatening behaviour' to 'Housing - nuisance and threatening behaviour' in version 3.00.  Scope notes updated to replace 'tenants' with 'local residents' in 3.01. Name changed to 'Housing nuisance' in version 4.00.,Service
911,Housing referrals,Live,The council may refer tenants to Registered Social Landlords (housing associations) within the council area or to the housing division of another LA where a move to another area is a possibility.  RSLs will normally operate a scheme with the council whereby a proportion of their property is set aside for people on the council's housing waiting list.,03/04/2013,03/04/2013,Term name changed from 'Referrals to other RSLs/LAs' to 'Housing - referrals to housing associations and other local authorities' in version 3.00. Name changed to 'Housing referrals' in version 4.00.,Service
120,Housing rent,Live,Every council tenant must pay rent for their property. Rent is usually payable weekly and may include other regular or communal charges associated with the property. The local authority will help tenants to claim any available assistance with paying their rent.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Housing rents' to 'Housing - council - rent' in version 3.00. Name changed to 'Housing rent' in version 4.00.,Service
148,Housing rent setting,Live,The local authority is responsible for setting the level of rent based on how much it needs to spend on services for its tenants.  Rents should be published giving reasonable notice of any changes (usually at least one month).,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Housing - rent setting' to 'Housing - council - rent setting' in version 3.00. Name changed to 'Housing rent setting' in version 4.00.,Service
141,Housing repairs,Live,"The council are generally responsible for structural repairs to council property, for repairs to essential supplies (water, gas, electricity etc.) or any repairs where they may be a risk to health or safety. Where the damage has been caused by the resident they may be asked to pay for the repairs.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Housing repairs - council property' to 'Housing - repairs - council property' in version 3.00. Name changed to 'Housing repairs' in version 4.00.,Service
1771,Housing service charges,Live,"Service charges are payments towards the costs of providing and maintaining services for leasehold accommodation where the council is the freeholder.  As the freeholder, the council is responsible for maintaining the structure of the whole building and the communal areas such as halls and stairways.  Service charges may apply for day to day maintenance, caretaking and cleaning, repairs and improvements and a variety of other similar services.",12/09/2016,12/09/2016,Added in March 2016 review of legislation,Service
91,Housing tenant support,Live,"As well as officers taking repair reports, collecting rents and other payments, managing rent arrears and dealing with breaches of the tenancy agreement; local estate staff can also help and advise on a number of other issues including moving, adaptations and multiple tenancies",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Council housing - tenancy issues' to 'Housing - tenancy issues' in version 3.00. Name changed to 'Housing tenant support' in version 4.00.,Service
1777,Housing transfer to private registered provider,Live,"Housing transfer is the voluntary transfer of ownership of all or some of a local authority's tenanted and leasehold homes to a private registered provider in return for a payment for the value of that stock.  Authorities are encouraged to transfer where this represents good value for money and where it will lever in additional private investment that delivers growth through more affordable housing, local economic activity and providing a robust, long-term future for estates and neighbourhoods, including by compliance with the Decent Homes Standard.",12/09/2016,12/09/2016,Added in March 2016 review of legislation,Service
1085,Idling vehicles,Live,A local authority may enforce powers to deal with idling vehicles. If you idle your vehicle unnecessarily while stopped you could be faced with a fixed penalty ticket,03/04/2013,03/04/2013,Name changed to 'Idling vehicles' in version 4.00,Service
399,Illegal street trading,Live,Monitoring and regulation of street traders to ensure that trading is only taking place under licence from the local authority.  Dealing with reported instances of unlicensed street trading.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Street trading - illegal' to 'Trading standards - illegal street trading' in version 3.00. Name changed to 'Illegal street trading' in version 4.00.,Service
